transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_00313,USR_413,2289.87,electronics,2,5,1185,372,145.02,0.41,0.87,0
TXN_00314,USR_414,3488.86,pharmacy,18,3,1443,494,66.64,0.79,0.48,0
TXN_00315,USR_415,353.08,gas_station,7,5,816,233,159.94,0.43,0.8,0
TXN_00316,USR_416,1027.93,coffee_shop,18,1,1089,90,215.29,0.55,0.14,0
TXN_00317,USR_417,4859.51,coffee_shop,16,1,2308,38,152.52,0.33,0.48,0
TXN_00318,USR_418,4290.71,pharmacy,9,3,499,412,110.98,0.25,0.2,0
TXN_00319,USR_419,1496.32,pharmacy,8,5,3350,407,206.01,0.48,0.28,0
TXN_00320,USR_420,839.26,fast_food,8,6,1833,495,116.55,0.85,0.37,0
TXN_00321,USR_421,4940.74,coffee_shop,18,4,3173,125,147.05,0.24,0.81,0
TXN_00322,USR_422,2307.17,online,14,6,1907,460,191.93,0.89,0.14,1
TXN_00323,USR_423,492.51,fast_food,0,4,496,133,194.09,0.33,0.25,0
TXN_00324,USR_424,206.42,electronics,12,6,3250,113,54.37,0.72,0.21,0
TXN_00325,USR_425,2343.93,jewelry,10,4,1466,265,171.18,0.44,0.12,0
TXN_00326,USR_426,3919.67,pharmacy,0,6,3428,135,52.1,0.71,0.81,0
TXN_00327,USR_427,2169.87,jewelry,9,1,1654,345,157.11,0.48,0.41,0
TXN_00328,USR_428,4438.25,online,2,5,751,244,228.79,0.37,0.59,0
TXN_00329,USR_429,4635.27,online,11,2,2369,138,242.41,0.51,0.46,0
TXN_00330,USR_430,1400.68,restaurant,23,6,798,256,241.77,0.21,0.56,0
TXN_00331,USR_431,1419.93,jewelry,7,6,1011,447,105.8,0.42,0.9,0
TXN_00332,USR_432,284.28,gas_station,6,2,850,428,165.71,0.17,0.22,0
TXN_00333,USR_433,2203.42,jewelry,19,3,658,399,152.09,0.31,0.35,0
TXN_00334,USR_434,443.97,electronics,3,1,2788,490,110.64,0.87,0.86,0
TXN_00335,USR_435,1681.04,luxury,19,1,3150,439,164.17,0.83,0.1,0
TXN_00336,USR_436,4055.31,pharmacy,1,7,1995,191,239.67,0.17,0.23,0
TXN_00337,USR_437,4804.12,fast_food,10,4,2373,445,157.51,0.11,0.31,0
TXN_00338,USR_438,2255.22,gas_station,15,2,3150,469,188.58,0.69,0.9,0
TXN_00339,USR_439,1444.68,pharmacy,8,4,929,385,157.64,0.53,0.42,0
TXN_00340,USR_440,854.12,fast_food,4,1,2173,410,245.49,0.78,0.5,0
TXN_00341,USR_441,3020.19,coffee_shop,15,5,153,258,95.45,0.54,0.66,0
TXN_00342,USR_442,2580.68,online,12,7,2831,398,248.06,0.59,0.4,0
TXN_00343,USR_443,3863.04,restaurant,14,1,2880,266,84.09,0.41,0.38,0
TXN_00344,USR_444,2164.72,luxury,10,6,54,7,206.36,0.49,0.74,0
TXN_00345,USR_445,2886.68,jewelry,12,5,432,167,118.41,0.75,0.29,0
TXN_00346,USR_446,1129.67,online,19,7,1083,96,150.9,0.31,0.11,0
TXN_00347,USR_447,3245.0,pharmacy,8,2,1123,242,152.22,0.46,0.87,0
TXN_00348,USR_448,2860.28,fast_food,10,3,773,256,222.69,0.21,0.56,0
TXN_00349,USR_449,4341.22,coffee_shop,6,4,2890,386,166.62,0.67,0.4,0
TXN_00350,USR_450,471.32,online,11,7,1660,144,141.58,0.42,0.79,0
TXN_00351,USR_451,1227.54,luxury,5,5,557,295,243.35,0.87,0.3,1
TXN_00352,USR_452,1746.78,jewelry,3,6,1125,412,229.11,0.87,0.45,1
TXN_00353,USR_453,1611.78,jewelry,17,4,1580,101,155.22,0.65,0.32,0
TXN_00354,USR_454,3685.0,restaurant,23,2,1957,413,60.33,0.14,0.41,0
TXN_00355,USR_455,1773.83,grocery,5,4,2066,69,113.13,0.49,0.36,0
TXN_00356,USR_456,969.37,pharmacy,17,6,1313,403,111.89,0.88,0.43,0
TXN_00357,USR_457,2229.12,luxury,9,3,2322,440,165.31,0.89,0.29,1
TXN_00358,USR_458,3409.6,fast_food,1,4,425,354,193.2,0.59,0.17,0
TXN_00359,USR_459,3387.59,restaurant,1,2,3353,131,62.82,0.58,0.69,0
TXN_00360,USR_460,1062.74,luxury,20,1,1862,382,218.32,0.12,0.78,0
TXN_00361,USR_461,2307.04,online,8,3,1495,287,93.52,0.21,0.86,0
TXN_00362,USR_462,372.6,pharmacy,8,3,101,211,89.82,0.38,0.6,0
TXN_00363,USR_463,2728.56,electronics,11,7,2803,494,75.13,0.33,0.29,0
TXN_00364,USR_464,1075.58,fast_food,6,5,2378,333,132.23,0.66,0.27,0
TXN_00365,USR_465,1839.73,pharmacy,5,7,1185,182,128.18,0.88,0.86,0
TXN_00366,USR_466,4002.69,online,21,5,2016,397,98.33,0.15,0.35,0
TXN_00367,USR_467,1341.3,luxury,2,4,2533,147,151.19,0.72,0.79,0
TXN_00368,USR_468,4225.87,luxury,20,2,706,328,121.94,0.65,0.35,0
TXN_00369,USR_469,313.92,online,13,6,2528,293,190.31,0.11,0.43,0
TXN_00370,USR_470,1653.6,coffee_shop,2,1,683,176,188.68,0.71,0.34,0
TXN_00371,USR_471,4060.02,jewelry,10,3,2694,150,108.78,0.46,0.68,0
TXN_00372,USR_472,3467.67,gas_station,19,6,1639,139,247.47,0.28,0.63,0
TXN_00373,USR_473,3052.31,luxury,11,6,2424,267,233.02,0.23,0.7,0
TXN_00374,USR_474,2845.66,luxury,13,2,773,438,104.93,0.48,0.37,0
TXN_00375,USR_475,2900.77,grocery,4,6,981,339,227.8,0.56,0.61,0
TXN_00376,USR_476,2598.55,gas_station,23,6,3090,41,60.23,0.29,0.49,0
TXN_00377,USR_477,1558.07,jewelry,5,4,441,49,86.35,0.5,0.36,0
TXN_00378,USR_478,1297.96,electronics,15,5,240,14,142.8,0.21,0.84,0
TXN_00379,USR_479,4339.83,coffee_shop,16,7,360,54,191.52,0.18,0.72,0
TXN_00380,USR_480,4041.71,gas_station,19,2,365,336,203.55,0.19,0.62,0
TXN_00381,USR_481,4173.28,coffee_shop,9,2,1033,378,165.47,0.62,0.47,0
TXN_00382,USR_482,2648.25,gas_station,14,6,537,68,56.88,0.61,0.17,0
TXN_00383,USR_483,2180.72,pharmacy,5,1,163,340,108.53,0.54,0.21,0
TXN_00384,USR_484,3461.3,online,10,7,1970,240,209.0,0.23,0.18,0
TXN_00385,USR_485,736.12,pharmacy,8,5,1842,70,225.43,0.52,0.47,0
TXN_00386,USR_486,542.49,pharmacy,5,5,2467,234,179.91,0.79,0.76,0
TXN_00387,USR_487,3134.01,fast_food,13,5,2640,328,65.06,0.19,0.14,0
TXN_00388,USR_488,1294.82,pharmacy,9,3,1992,277,77.13,0.31,0.41,0
TXN_00389,USR_489,4715.48,jewelry,2,4,1281,188,172.08,0.77,0.67,0
TXN_00390,USR_490,571.39,coffee_shop,8,2,1263,6,197.18,0.32,0.61,0
TXN_00391,USR_491,1711.4,grocery,16,7,3125,435,249.53,0.31,0.32,0
TXN_00392,USR_492,4654.05,restaurant,11,3,1941,274,54.93,0.66,0.68,0
TXN_00393,USR_493,4183.53,grocery,22,4,3114,245,244.89,0.88,0.15,0
TXN_00394,USR_494,4110.98,gas_station,0,7,1783,409,179.26,0.62,0.2,0
TXN_00395,USR_495,3254.43,gas_station,19,2,3283,4,246.5,0.83,0.45,0
TXN_00396,USR_496,209.34,pharmacy,11,2,1706,452,122.46,0.76,0.66,0
TXN_00397,USR_497,2302.12,pharmacy,13,4,1043,84,61.02,0.44,0.48,0
TXN_00398,USR_498,4643.49,coffee_shop,12,2,1097,41,178.22,0.35,0.52,0
TXN_00399,USR_499,339.62,coffee_shop,20,2,2136,392,244.51,0.39,0.48,0
TXN_00400,USR_500,1782.87,fast_food,22,6,1133,146,186.5,0.63,0.67,0
TXN_00401,USR_501,1348.03,pharmacy,8,4,790,437,113.13,0.2,0.62,0
TXN_00402,USR_502,208.59,electronics,5,2,1206,57,169.54,0.8,0.81,0
TXN_00403,USR_503,2250.7,luxury,19,4,1134,359,141.86,0.16,0.64,0
TXN_00404,USR_504,4108.08,fast_food,15,2,1333,10,98.93,0.44,0.77,0
TXN_00405,USR_505,4386.83,restaurant,1,5,110,96,98.64,0.54,0.25,0
TXN_00406,USR_506,518.38,electronics,9,3,532,367,232.22,0.76,0.71,0
TXN_00407,USR_507,253.34,luxury,23,1,973,47,218.75,0.45,0.37,0
TXN_00408,USR_508,2736.92,restaurant,0,4,909,176,68.27,0.71,0.57,0
TXN_00409,USR_509,941.08,coffee_shop,9,7,3294,256,87.65,0.25,0.15,0
TXN_00410,USR_510,2943.11,online,14,6,3261,17,218.07,0.11,0.14,0
TXN_00411,USR_511,2868.12,online,2,7,3094,488,213.9,0.36,0.38,0
TXN_00412,USR_512,2985.77,restaurant,1,3,3197,201,104.84,0.12,0.69,0
TXN_00413,USR_513,3131.99,electronics,17,4,763,99,166.15,0.69,0.64,0
TXN_00414,USR_514,1037.35,gas_station,12,7,71,63,120.5,0.2,0.2,0
TXN_00415,USR_515,3384.22,jewelry,12,7,1834,127,221.72,0.87,0.6,1
TXN_00416,USR_516,928.67,grocery,6,4,3031,395,71.13,0.75,0.56,0
TXN_00417,USR_517,3095.24,electronics,16,6,873,243,206.29,0.66,0.77,0
TXN_00418,USR_518,290.51,coffee_shop,21,3,1343,82,199.5,0.78,0.33,0
TXN_00419,USR_519,3205.83,grocery,23,5,2153,63,112.83,0.87,0.13,0
TXN_00420,USR_520,2903.17,gas_station,15,6,1243,102,83.3,0.67,0.24,0
TXN_00421,USR_521,1184.56,online,1,7,2750,112,148.87,0.83,0.27,0
TXN_00422,USR_522,729.76,electronics,7,6,1798,167,201.8,0.5,0.83,0
TXN_00423,USR_523,741.61,grocery,5,7,1150,300,179.19,0.29,0.23,0
TXN_00424,USR_524,3420.31,electronics,12,7,1015,5,168.74,0.7,0.35,0
TXN_00425,USR_525,2245.38,grocery,18,7,2849,244,131.09,0.89,0.33,0
TXN_00426,USR_526,1481.14,fast_food,4,3,3177,46,120.91,0.55,0.3,0
TXN_00427,USR_527,4577.3,jewelry,5,4,394,352,103.14,0.82,0.18,0
TXN_00428,USR_528,3286.25,fast_food,10,7,2580,31,231.4,0.23,0.87,0
TXN_00429,USR_529,2269.89,grocery,11,6,650,360,239.14,0.64,0.34,0
TXN_00430,USR_530,949.63,pharmacy,3,2,2018,120,110.75,0.17,0.22,0
TXN_00431,USR_531,532.26,online,17,7,2660,388,134.59,0.74,0.21,0
TXN_00432,USR_532,660.3,online,14,6,810,11,178.69,0.26,0.18,0
TXN_00433,USR_533,842.57,coffee_shop,11,6,571,129,234.75,0.76,0.38,0
TXN_00434,USR_534,3282.55,grocery,15,6,1812,287,157.46,0.64,0.65,0
TXN_00435,USR_535,3147.38,gas_station,17,6,2027,98,103.22,0.13,0.46,0
TXN_00436,USR_536,4455.96,fast_food,5,5,1444,166,163.9,0.77,0.89,0
TXN_00437,USR_537,826.44,luxury,8,7,3425,307,188.36,0.64,0.88,0
TXN_00438,USR_538,4928.15,pharmacy,5,1,2195,80,187.34,0.29,0.74,0
TXN_00439,USR_539,544.08,luxury,9,7,1098,278,206.14,0.83,0.41,0
TXN_00440,USR_540,3156.87,online,14,1,3198,327,136.03,0.45,0.35,0
TXN_00441,USR_541,3813.03,pharmacy,12,6,779,453,237.24,0.85,0.24,0
TXN_00442,USR_542,4374.97,grocery,19,7,1511,398,197.49,0.3,0.15,0
TXN_00443,USR_543,1347.31,fast_food,7,3,2973,33,232.44,0.61,0.68,0
TXN_00444,USR_544,1293.19,pharmacy,12,2,2166,350,193.88,0.12,0.4,0
TXN_00445,USR_545,3137.5,luxury,17,2,2531,145,79.22,0.76,0.29,0
TXN_00446,USR_546,3264.88,online,13,6,1339,57,131.04,0.58,0.19,0
TXN_00447,USR_547,94.39,electronics,16,6,293,23,231.91,0.32,0.76,0
TXN_00448,USR_548,4996.76,restaurant,5,7,148,104,92.29,0.31,0.63,0
TXN_00449,USR_549,4827.59,electronics,15,2,424,17,233.16,0.5,0.74,0
TXN_00450,USR_550,687.37,fast_food,20,7,1611,337,245.49,0.87,0.23,0
TXN_00451,USR_551,1504.12,luxury,16,5,2892,303,70.03,0.32,0.75,0
TXN_00452,USR_552,1897.79,gas_station,1,3,924,311,67.68,0.37,0.89,0
TXN_00453,USR_553,3152.12,electronics,0,2,2705,252,133.23,0.23,0.89,0
TXN_00454,USR_554,4106.04,electronics,14,7,2637,32,106.3,0.16,0.15,0
TXN_00455,USR_555,610.69,online,17,6,1723,421,166.15,0.84,0.5,0
TXN_00456,USR_556,4216.3,online,22,1,3393,316,139.18,0.67,0.69,0
TXN_00457,USR_557,878.08,gas_station,16,1,3027,37,122.24,0.61,0.16,0
TXN_00458,USR_558,1814.09,gas_station,2,2,2147,50,156.96,0.9,0.48,0
TXN_00459,USR_559,4082.12,electronics,23,2,2197,198,136.41,0.74,0.58,0
TXN_00460,USR_560,4434.11,jewelry,6,5,2710,128,132.19,0.58,0.6,0
TXN_00461,USR_561,2092.74,fast_food,20,2,2307,384,78.86,0.17,0.11,0
TXN_00462,USR_562,4368.94,pharmacy,13,6,452,393,97.29,0.27,0.69,0
TXN_00463,USR_563,1606.88,fast_food,11,6,1898,360,151.21,0.23,0.87,0
TXN_00464,USR_564,4259.39,coffee_shop,3,2,3265,93,222.76,0.43,0.71,0
TXN_00465,USR_565,727.94,pharmacy,12,5,1402,337,51.72,0.12,0.57,0
TXN_00466,USR_566,2282.42,restaurant,17,5,1834,478,153.6,0.11,0.44,0
TXN_00467,USR_567,3593.16,online,10,5,1349,433,138.54,0.69,0.29,0
TXN_00468,USR_568,4067.58,online,13,7,2613,221,167.69,0.27,0.29,0
TXN_00469,USR_569,3143.87,online,19,2,2326,280,215.99,0.43,0.31,0
TXN_00470,USR_570,4336.39,jewelry,12,7,2273,475,183.85,0.46,0.49,0
TXN_00471,USR_571,1029.24,gas_station,11,4,1852,492,175.36,0.39,0.9,0
TXN_00472,USR_572,2406.12,coffee_shop,0,6,161,146,147.18,0.55,0.83,0
TXN_00473,USR_573,4006.08,fast_food,0,5,573,456,140.23,0.67,0.57,0
TXN_00474,USR_574,2466.91,gas_station,0,3,928,110,88.46,0.47,0.3,0
TXN_00475,USR_575,4575.06,online,0,7,3386,483,117.08,0.86,0.53,1
TXN_00476,USR_576,3161.41,gas_station,17,5,2298,293,158.59,0.2,0.4,0
TXN_00477,USR_577,504.74,fast_food,4,1,174,236,174.59,0.46,0.72,0
TXN_00478,USR_578,1110.15,online,4,2,1105,188,82.91,0.43,0.84,0
TXN_00479,USR_579,3555.0,fast_food,7,2,1069,416,133.78,0.51,0.17,0
TXN_00480,USR_580,4923.03,gas_station,2,5,1657,292,183.28,0.33,0.57,0
TXN_00481,USR_581,556.32,jewelry,23,1,2983,167,243.17,0.24,0.62,0
TXN_00482,USR_582,1234.82,luxury,5,4,3402,461,193.51,0.72,0.64,0
TXN_00483,USR_583,3076.35,fast_food,3,5,2650,154,228.49,0.16,0.36,0
TXN_00484,USR_584,1248.95,grocery,23,7,2380,196,247.6,0.41,0.69,0
TXN_00485,USR_585,3426.78,electronics,1,7,1389,179,92.42,0.29,0.33,0
TXN_00486,USR_586,2061.53,coffee_shop,13,7,513,446,96.87,0.12,0.8,0
TXN_00487,USR_587,4828.39,jewelry,23,6,3499,309,118.31,0.37,0.11,0
TXN_00488,USR_588,3404.45,grocery,20,7,2609,196,215.09,0.22,0.23,0
TXN_00489,USR_589,3952.52,grocery,9,5,188,164,173.26,0.14,0.6,0
TXN_00490,USR_590,1551.5,pharmacy,18,2,1358,258,123.75,0.72,0.75,0
TXN_00491,USR_591,2007.78,jewelry,4,1,2779,375,239.43,0.43,0.72,0
TXN_00492,USR_592,2424.55,coffee_shop,14,7,2457,295,229.51,0.83,0.17,0
TXN_00493,USR_593,4683.1,pharmacy,2,2,1789,149,215.11,0.73,0.26,0
TXN_00494,USR_594,4027.54,coffee_shop,4,2,1396,43,220.03,0.33,0.86,0
TXN_00495,USR_595,258.8,luxury,18,6,221,281,79.98,0.53,0.56,0
TXN_00496,USR_596,3229.3,coffee_shop,8,1,1652,257,53.39,0.87,0.14,0
TXN_00497,USR_597,723.88,coffee_shop,22,2,3141,70,52.8,0.55,0.85,0
TXN_00498,USR_598,3333.08,luxury,17,2,2018,203,214.53,0.11,0.53,0
TXN_00499,USR_599,2303.22,fast_food,6,5,2543,377,149.79,0.16,0.65,0
TXN_00500,USR_600,2521.07,pharmacy,7,2,313,137,203.03,0.49,0.22,0
