TransactionID,Amount,Time,Location,Device,Class
76836,580.22,70410,New York,Desktop,0
57707,191.97,62988,London,Mobile,0
73574,895.81,57769,Berlin,Desktop,0
41062,901.32,46697,London,Desktop,0
96386,422.96,71681,New York,Tablet,0
84612,680.47,50628,Mumbai,Desktop,0
42189,646.47,33855,Mumbai,Mobile,0
59209,168.21,84401,London,Tablet,0
13882,471.53,82410,New York,Desktop,0
5987,571.19,69186,New York,Mobile,1
40401,888.34,14840,Tokyo,Desktop,0
43354,892.93,47106,Berlin,Desktop,0
34922,532.75,77040,London,Tablet,0
29339,855.29,57761,New York,Desktop,0
28945,485.32,41081,New York,Mobile,0
19661,973.2,57332,Mumbai,Tablet,0
58926,633.72,27155,Tokyo,Desktop,0
29058,39.72,23462,Mumbai,Desktop,0
50525,731.01,28556,Mumbai,Tablet,0
80126,882.99,44879,Berlin,Tablet,0
48712,421.87,56003,Berlin,Desktop,0
57272,78.85,24632,Berlin,Mobile,0
67632,577.28,53190,London,Desktop,0
69039,93.95,65932,London,Tablet,0
8884,326.46,73442,Tokyo,Tablet,1
78137,497.85,9985,Berlin,Desktop,0
27099,835.7,65140,Tokyo,Tablet,0
76189,146.36,21622,London,Tablet,0
8054,696.24,17708,Berlin,Tablet,1
32820,676.49,25343,Tokyo,Mobile,0
20832,540.97,6420,Tokyo,Mobile,0
63332,304.7,77391,Tokyo,Tablet,0
36319,150.78,31744,Mumbai,Desktop,0
31405,837.91,5603,Mumbai,Desktop,0
16862,318.97,8843,Tokyo,Mobile,0
2820,363.46,59005,Mumbai,Desktop,1
30330,303.78,29691,Berlin,Tablet,0
74344,413.39,79827,Berlin,Tablet,0
67250,392.2,17903,Tokyo,Tablet,0
76215,705.02,13524,Mumbai,Mobile,0
53983,827.62,45045,Berlin,Tablet,0
10714,764.45,27740,Berlin,Tablet,0
19483,649.24,61237,Tokyo,Tablet,0
58115,434.48,18825,Mumbai,Tablet,0
59995,781.41,57071,Berlin,Tablet,0
98784,394.71,35717,London,Tablet,0
50006,598.68,48446,Berlin,Desktop,0
51359,256.08,9035,Mumbai,Desktop,0
8744,63.39,45781,New York,Mobile,1
22927,177.57,82954,London,Mobile,0
74506,426.93,81131,New York,Tablet,0
67175,111.24,20820,New York,Mobile,0
59693,198.32,56690,Berlin,Desktop,0
96500,378.32,63166,Berlin,Desktop,0
33705,95.63,77169,London,Desktop,0
41066,379.38,52101,Mumbai,Tablet,0
45659,554.96,82894,Tokyo,Mobile,0
3096,675.74,46403,Tokyo,Tablet,1
25085,567.77,30647,London,Desktop,0
74670,192.33,56890,London,Tablet,0
25044,27.52,47359,Tokyo,Desktop,0
55194,17.46,4685,Tokyo,Tablet,0
54768,654.76,46063,Berlin,Desktop,0
50400,245.56,19228,Mumbai,Mobile,0
54450,298.3,70648,Berlin,Mobile,0
78369,730.14,13897,London,Desktop,0
18026,888.06,80249,Berlin,Tablet,0
74931,918.7,28676,Tokyo,Mobile,0
2589,249.51,37685,Mumbai,Mobile,1
24800,865.17,52956,Tokyo,Desktop,0
64739,637.64,55220,Berlin,Desktop,0
78359,848.36,46654,Berlin,Mobile,0
8942,396.17,75352,Mumbai,Tablet,1
79963,525.02,45263,Berlin,Desktop,0
80176,519.96,8220,London,Tablet,0
20598,499.89,10260,Mumbai,Mobile,0
73267,312.23,62948,New York,Desktop,0
37391,558.97,61362,Mumbai,Tablet,0
75328,905.1,82089,Tokyo,Tablet,0
32621,295.82,33406,London,Desktop,0
53164,293.35,84751,Mumbai,Tablet,0
41455,968.5,70251,Berlin,Tablet,0
74201,730.92,70925,Mumbai,Tablet,0
49198,90.67,20123,Tokyo,Desktop,0
87827,501.8,13142,London,Desktop,0
53146,799.67,4785,Berlin,Desktop,0
96549,823.1,44624,Tokyo,Desktop,0
56465,759.07,31039,Berlin,Tablet,0
6520,164.14,9814,Mumbai,Desktop,1
29619,366.55,48016,New York,Desktop,0
18107,120.72,41257,New York,Desktop,0
81734,156.62,62522,London,Desktop,0
1078,682.85,23543,Berlin,Mobile,1
63020,957.17,61811,London,Desktop,0
12651,400.66,76473,New York,Desktop,0
86576,811.69,36788,New York,Mobile,0
96564,993.79,3572,Mumbai,Mobile,0
82008,536.1,16968,Berlin,Tablet,0
71844,979.94,64615,New York,Mobile,0
14722,104.73,46907,Mumbai,Tablet,0
12425,682.25,55492,Mumbai,Desktop,0
1261,276.3,2477,New York,Desktop,1
67627,168.01,50577,London,Desktop,0
80168,823.62,28572,Tokyo,Tablet,0
5527,642.57,22817,Mumbai,Tablet,1
56312,70.09,69240,Mumbai,Desktop,0
85345,233.81,36414,Mumbai,Tablet,0
16435,307.61,62127,Mumbai,Mobile,0
97271,811.31,79157,London,Tablet,0
91841,43.12,76593,Tokyo,Tablet,0
56898,293.1,45886,London,Mobile,0
13865,726.56,79937,London,Desktop,0
73912,153.41,19613,Mumbai,Desktop,0
79029,148.67,8347,Tokyo,Mobile,0
61964,914.48,40816,London,Tablet,0
67743,432.44,53324,London,Mobile,0
77911,800.25,34013,Mumbai,Desktop,0
53780,283.91,48599,New York,Tablet,0
26489,462.66,45065,London,Desktop,0
96471,161.21,21323,Berlin,Desktop,0
18687,727.11,38119,Tokyo,Mobile,0
52259,364.27,73094,Tokyo,Desktop,0
69228,204.55,83953,New York,Mobile,0
54192,227.26,62198,London,Desktop,0
71282,44.07,4099,New York,Desktop,0
11759,910.62,63146,Tokyo,Tablet,0
64971,705.33,86304,Berlin,Desktop,0
35135,176.95,6067,London,Desktop,0
55375,285.72,71606,Mumbai,Desktop,0
45710,277.87,48159,New York,Tablet,0
29638,162.61,63180,New York,Desktop,0
47473,401.24,56333,Tokyo,Desktop,0
91034,516.22,37242,Tokyo,Mobile,0
97679,648.56,23558,London,Tablet,0
55664,361.95,78778,Mumbai,Mobile,0
4860,888.59,1766,Berlin,Desktop,1
59101,39.95,44066,Tokyo,Desktop,0
30674,388.45,57437,Tokyo,Desktop,0
24881,715.56,53209,Tokyo,Tablet,0
74819,332.84,75922,Berlin,Tablet,0
7865,323.21,33089,New York,Tablet,1
49333,436.03,3461,London,Tablet,0
88890,260.89,52107,Mumbai,Tablet,0
7890,406.15,40238,Tokyo,Mobile,1
47218,863.12,11215,Tokyo,Tablet,0
56443,311.01,44327,Tokyo,Tablet,0
52559,77.58,73983,New York,Mobile,0
48718,114.3,25408,London,Mobile,0
96558,500.04,16187,Berlin,Mobile,0
36763,185.83,27948,Tokyo,Tablet,0
95377,231.01,50483,Mumbai,Tablet,0
8444,422.05,68447,Mumbai,Desktop,1
79196,435.84,56042,Tokyo,Mobile,0
25914,630.42,70880,Tokyo,Tablet,0
83842,57.29,41794,New York,Desktop,0
2639,951.26,57483,Tokyo,Tablet,1
95868,31.92,11252,London,Tablet,0
48108,822.4,50106,Tokyo,Mobile,0
22566,756.99,37786,New York,Tablet,0
50719,266.52,27150,London,Mobile,0
1471,571.35,68344,New York,Tablet,1
22987,259.85,40328,London,Tablet,0
63377,971.07,21383,Tokyo,Desktop,0
63153,746.2,74433,Berlin,Desktop,0
46275,248.88,33481,New York,Mobile,0
32103,530.36,26550,Tokyo,Tablet,0
95788,142.55,20471,Berlin,Tablet,0
86015,13.48,66242,New York,Mobile,0
96330,66.59,64768,London,Tablet,0
65695,132.83,46692,Mumbai,Desktop,0
52503,471.89,28653,Mumbai,Mobile,0
77864,650.26,23343,Berlin,Desktop,0
10291,527.15,48747,Mumbai,Tablet,0
73435,468.13,642,Tokyo,Mobile,0
25419,570.79,56023,Tokyo,Desktop,0
37593,335.4,15823,Berlin,Mobile,0
6249,722.91,79173,Mumbai,Tablet,1
13126,32.12,7291,Berlin,Desktop,0
61781,784.45,34732,London,Desktop,0
89937,75.55,60916,Tokyo,Mobile,0
4197,35.43,3105,Tokyo,Mobile,1
57349,512.79,7179,New York,Mobile,0
51209,293.18,71537,Berlin,Mobile,0
81693,540.16,2559,Mumbai,Desktop,0
36648,70.83,4853,Tokyo,Mobile,0
18966,178.59,60725,Mumbai,Tablet,0
40701,895.79,53296,New York,Tablet,0
16415,568.29,12104,New York,Tablet,0
34060,788.34,58859,Tokyo,Desktop,0
21453,113.13,65689,Mumbai,Desktop,0
31956,449.39,1272,New York,Desktop,0
96537,665.31,48153,Berlin,Tablet,0
31551,900.95,44901,New York,Tablet,0
77958,516.43,63357,Berlin,Tablet,0
99036,517.48,7552,Tokyo,Mobile,0
40979,16.24,48362,Berlin,Mobile,0
88019,235.46,3534,London,Mobile,0
42143,354.37,68467,London,Tablet,0
12929,635.67,41187,London,Desktop,0
3494,884.09,452,Berlin,Mobile,1
30068,282.36,29699,Mumbai,Desktop,0
60170,989.91,19044,London,Mobile,0
70712,95.85,64536,Berlin,Mobile,0
74818,888.62,77809,New York,Tablet,0
91873,468.07,13107,Berlin,Tablet,0
83405,677.36,81540,Berlin,Mobile,0
95986,43.76,21179,Mumbai,Desktop,0
99091,802.16,5583,Berlin,Mobile,0
94261,887.34,77599,Mumbai,Desktop,0
54271,657.06,44078,Berlin,Desktop,0
62372,499.07,66428,Mumbai,Mobile,0
64411,519.27,10809,Berlin,Tablet,0
46399,730.64,84601,London,Mobile,0
65832,27.91,73880,New York,Mobile,0
38215,370.34,77832,Mumbai,Tablet,0
95012,895.45,47954,London,Tablet,0
92522,107.5,42473,New York,Mobile,0
6298,92.43,4016,Mumbai,Desktop,1
13291,537.19,4505,Tokyo,Mobile,0
35636,809.52,37729,London,Tablet,0
24076,87.92,70163,London,Mobile,0
95765,105.9,39432,Tokyo,Desktop,0
2886,941.38,86346,Tokyo,Mobile,1
30830,565.64,26601,London,Desktop,0
84723,512.04,38602,Tokyo,Desktop,0
78915,818.36,20965,Mumbai,Desktop,0
85728,532.65,53829,Berlin,Desktop,0
49196,269.34,83216,New York,Tablet,0
83032,430.68,6455,Berlin,Desktop,0
78692,731.47,13350,Tokyo,Mobile,0
84451,144.16,75896,Berlin,Mobile,0
30853,889.77,22206,Tokyo,Tablet,0
56323,275.39,68466,New York,Mobile,0
16408,207.25,62843,Mumbai,Desktop,0
6202,408.5,33792,New York,Tablet,1
73261,835.56,7372,Berlin,Mobile,0
96534,244.55,66763,Tokyo,Tablet,0
10332,584.16,23446,London,Desktop,0
56321,902.91,13193,Berlin,Desktop,0
24311,673.41,55670,Mumbai,Desktop,0
69676,416.03,10870,New York,Tablet,0
15166,167.38,79976,Tokyo,Desktop,0
74760,930.36,56398,Tokyo,Mobile,0
47984,465.45,54490,Berlin,Tablet,0
90965,235.12,30743,Berlin,Tablet,0
76210,245.07,14093,New York,Desktop,0
59632,435.58,53630,Mumbai,Mobile,0
22769,549.19,62704,New York,Tablet,0
15132,985.02,84809,New York,Desktop,0
60284,309.06,35296,Mumbai,Tablet,0
86494,222.23,63993,Tokyo,Tablet,0
38792,333.97,59059,London,Tablet,0
64234,973.13,23183,Berlin,Desktop,0
8024,416.4,54332,Tokyo,Desktop,1
46283,752.17,39406,Tokyo,Mobile,0
62564,724.93,29026,Berlin,Mobile,0
20860,691.72,51220,New York,Mobile,0
67711,899.65,13728,Berlin,Mobile,0
5891,721.51,72213,London,Desktop,1
16585,380.59,57980,Mumbai,Desktop,0
8926,598.39,26508,London,Desktop,1
90551,874.35,46211,New York,Desktop,0
15293,700.66,71033,New York,Mobile,0
45235,157.46,81572,New York,Mobile,0
2991,187.46,41995,New York,Tablet,1
28012,672.82,46039,Berlin,Tablet,0
52769,343.95,28968,New York,Desktop,0
29334,293.31,14325,Berlin,Desktop,0
46448,674.19,60484,Mumbai,Mobile,0
18719,258.8,41862,Mumbai,Tablet,0
69634,892.01,11032,Mumbai,Mobile,0
39142,611.81,61705,Berlin,Mobile,0
76844,582.96,85641,Mumbai,Desktop,0
16605,222.98,38566,Tokyo,Desktop,0
40266,132.29,22440,New York,Tablet,0
31856,100.46,24550,New York,Tablet,0
46984,966.28,78946,New York,Mobile,0
13722,750.63,32469,New York,Tablet,0
51782,132.45,21935,Mumbai,Desktop,0
9723,716.95,18353,London,Tablet,1
91432,237.66,74003,Mumbai,Tablet,0
13288,410.47,54501,New York,Mobile,0
45587,893.71,38097,London,Tablet,0
12369,288.74,18255,New York,Desktop,0
98882,347.37,47875,Mumbai,Desktop,0
86043,553.67,313,Mumbai,Desktop,0
35120,60.61,38836,Tokyo,Desktop,0
21462,662.92,28592,New York,Desktop,0
97151,213.18,9546,New York,Desktop,0
15394,810.5,69,New York,Desktop,0
63605,219.01,19289,Mumbai,Desktop,0
92907,693.74,51058,New York,Mobile,0
53389,282.86,56074,London,Mobile,0
62325,544.17,76073,Tokyo,Desktop,0
40396,863.1,69615,London,Tablet,0
5931,87.84,57380,New York,Tablet,1
36992,304.72,81670,Tokyo,Desktop,0
38013,616.57,318,Tokyo,Desktop,0
14152,874.14,9320,Tokyo,Desktop,0
61061,220.53,25701,London,Desktop,0
37787,366.63,32280,Tokyo,Mobile,0
474,892.23,59255,New York,Tablet,1
61148,870.99,3192,Tokyo,Mobile,0
61677,412.9,56422,New York,Desktop,0
27460,865.97,35329,Tokyo,Mobile,0
88507,39.71,18136,Tokyo,Tablet,0
3199,111.54,34813,New York,Tablet,1
27821,803.61,82646,Mumbai,Mobile,0
29024,740.5,29253,New York,Tablet,0
10810,599.97,75062,Mumbai,Desktop,0
62722,673.15,48927,London,Mobile,0
13689,298.05,2784,Berlin,Tablet,0
64957,479.55,30396,Berlin,Mobile,0
69046,602.41,57905,Tokyo,Tablet,0
29465,51.02,47773,Mumbai,Mobile,0
3913,16.32,74660,Tokyo,Mobile,1
94763,352.04,36833,London,Desktop,0
8442,214.77,20651,Berlin,Desktop,1
19849,19.78,35717,Mumbai,Tablet,0
44288,701.97,10779,Berlin,Desktop,0
24389,982.48,12951,Mumbai,Mobile,0
81636,249.77,45792,London,Mobile,0
81223,689.24,48960,Tokyo,Mobile,0
41711,606.7,64499,Mumbai,Tablet,0
34141,174.99,10289,Tokyo,Mobile,0
69549,135.53,19520,Mumbai,Tablet,0
6975,551.15,48142,London,Desktop,1
7303,281.96,8953,New York,Tablet,1
88543,287.71,63955,Mumbai,Mobile,0
49318,647.19,21541,London,Desktop,0
55354,479.65,27198,Mumbai,Mobile,0
62012,576.09,17835,Mumbai,Tablet,0
19041,711.11,34421,Tokyo,Tablet,0
4587,399.62,14910,Mumbai,Desktop,1
52193,717.13,10474,Berlin,Desktop,0
25435,759.28,41692,London,Desktop,0
85698,311.35,34982,London,Tablet,0
75127,90.53,19670,London,Mobile,0
84195,839.01,1722,New York,Tablet,0
38958,872.54,21061,Berlin,Desktop,0
44130,285.41,3358,New York,Mobile,0
23880,622.9,33926,Berlin,Mobile,0
91112,784.71,64135,London,Desktop,0
7027,49.67,10061,Mumbai,Mobile,1
29829,703.45,374,New York,Tablet,0
70000,108.19,29720,Berlin,Desktop,0
80817,218.44,60863,Mumbai,Tablet,0
78600,196.76,22108,Mumbai,Mobile,0
27250,782.62,466,London,Desktop,0
57213,854.81,17971,London,Mobile,0
47806,161.85,35411,New York,Mobile,0
74157,636.27,54842,Mumbai,Mobile,0
91777,282.23,20417,Tokyo,Desktop,0
21886,441.99,83385,Tokyo,Mobile,0
52147,277.75,77569,Mumbai,Tablet,0
98257,923.44,23811,Mumbai,Mobile,0
12067,338.08,46270,New York,Mobile,0
39467,781.96,65036,Tokyo,Desktop,0
61184,516.06,61432,Mumbai,Tablet,0
4813,23.1,26485,Tokyo,Tablet,1
4364,528.17,52177,New York,Desktop,1
12479,279.36,22812,Berlin,Desktop,0
15599,749.43,35845,Tokyo,Tablet,0
40203,945.01,27682,London,Desktop,0
78557,420.34,67357,Mumbai,Desktop,0
94962,317.96,60163,Mumbai,Desktop,0
11426,371.4,76138,Berlin,Mobile,0
47991,642.05,37218,Mumbai,Tablet,0
4816,935.45,24189,New York,Desktop,1
81193,350.25,24990,Berlin,Tablet,0
51732,192.84,18220,New York,Tablet,0
66083,187.1,27384,Berlin,Mobile,0
51998,915.37,17338,Tokyo,Mobile,0
73173,641.36,3078,London,Tablet,0
42993,455.41,5289,Mumbai,Desktop,0
85412,705.18,27705,Mumbai,Desktop,0
73148,537.04,20820,New York,Mobile,0
81635,398.25,83185,Tokyo,Tablet,0
30027,221.86,44770,Berlin,Tablet,0
68956,607.44,52008,London,Desktop,0
18686,117.36,31567,New York,Desktop,0
54149,176.96,19042,New York,Tablet,0
19556,500.58,52573,Tokyo,Tablet,0
94684,950.52,31149,Berlin,Desktop,0
80500,749.68,60090,Tokyo,Tablet,0
95272,243.22,30158,London,Tablet,0
98387,710.44,2718,Berlin,Mobile,0
14553,763.2,5208,New York,Desktop,0
96200,824.64,65894,London,Desktop,0
44738,81.51,19805,Mumbai,Tablet,0
5427,983.51,5139,London,Desktop,1
76528,560.12,58677,Tokyo,Desktop,0
35620,11.75,48073,New York,Tablet,0
44827,789.29,5673,Mumbai,Mobile,0
7726,148.32,39734,London,Mobile,1
10260,93.16,4611,New York,Mobile,0
45838,517.15,3023,Mumbai,Mobile,0
11944,860.93,53360,London,Desktop,0
31704,111.63,31060,Mumbai,Desktop,0
82187,735.12,67784,Tokyo,Mobile,0
3234,67.15,21684,London,Tablet,1
63163,182.19,67365,Mumbai,Desktop,0
10381,790.7,72652,Mumbai,Mobile,0
36357,459.75,28316,New York,Desktop,0
97379,344.21,57770,New York,Mobile,0
23241,665.07,37278,Berlin,Mobile,0
38041,900.1,34667,London,Mobile,0
77296,402.28,61976,Mumbai,Desktop,0
59846,375.89,39353,London,Tablet,0
82300,214.9,23021,Berlin,Mobile,0
45492,272.05,9289,Mumbai,Desktop,0
61223,85.39,67038,Mumbai,Mobile,0
71104,406.27,56608,Berlin,Tablet,0
8618,106.73,79058,New York,Desktop,1
44449,936.56,79250,Mumbai,Mobile,0
89351,487.59,5042,Mumbai,Mobile,0
23767,860.76,67747,Berlin,Desktop,0
86392,425.77,81270,Tokyo,Mobile,0
30684,423.74,25623,London,Mobile,0
24673,515.88,14659,London,Desktop,0
31795,185.93,5967,London,Tablet,0
3587,459.45,82876,New York,Mobile,1
81032,94.52,21131,Mumbai,Mobile,0
17318,612.41,66847,New York,Desktop,0
56354,316.79,24058,Berlin,Tablet,0
54127,650.12,65975,Berlin,Tablet,0
60375,640.34,5550,Tokyo,Desktop,0
18752,557.95,10772,Berlin,Desktop,0
19274,242.03,31336,New York,Desktop,0
49874,592.95,40649,Tokyo,Tablet,0
34099,810.61,82954,London,Tablet,0
35550,306.07,31548,Mumbai,Tablet,0
3119,255.89,39430,Tokyo,Desktop,1
874,414.65,33919,New York,Desktop,1
30671,317.74,42017,Mumbai,Desktop,0
21936,217.83,433,Mumbai,Tablet,0
92388,944.58,18385,Mumbai,Tablet,0
71210,870.69,4432,Tokyo,Desktop,0
10000,224.97,50459,New York,Mobile,1
73784,856.14,2636,London,Desktop,0
88977,628.89,19208,Berlin,Mobile,0
95637,184.26,79233,Tokyo,Desktop,0
24700,148.16,27660,Mumbai,Tablet,0
51614,278.02,5342,Berlin,Desktop,0
39718,195.54,65743,Berlin,Mobile,0
4277,407.45,9324,London,Desktop,1
82308,173.27,58456,Tokyo,Desktop,0
70142,646.03,47729,London,Desktop,0
34089,172.7,42158,Berlin,Mobile,0
54666,813.81,66871,London,Mobile,0
47143,330.57,36008,Mumbai,Desktop,0
80714,332.28,77849,Tokyo,Tablet,0
25397,656.94,22055,London,Mobile,0
97749,211.16,22976,Mumbai,Tablet,0
70051,239.87,42101,London,Tablet,0
10079,66.27,64369,Berlin,Mobile,0
59161,978.64,13805,London,Tablet,0
39361,350.11,78644,Berlin,Mobile,0
67338,211.69,66116,Tokyo,Desktop,0
61019,964.23,23020,Mumbai,Tablet,0
24151,589.4,38757,Tokyo,Mobile,0
89226,752.26,83140,London,Tablet,0
57730,812.54,12260,Berlin,Desktop,0
66766,669.59,68201,Tokyo,Mobile,0
10240,281.83,55659,Tokyo,Tablet,0
63042,650.78,44108,Berlin,Mobile,0
11620,148.25,24066,Berlin,Tablet,0
82338,820.11,11822,Berlin,Desktop,0
60147,791.31,35192,Tokyo,Tablet,0
72457,679.16,31869,Berlin,Mobile,0
98696,281.9,59759,Berlin,Tablet,0
89527,713.45,56358,Tokyo,Mobile,0
85731,569.11,75564,Tokyo,Tablet,0
81282,930.56,67235,Berlin,Desktop,0
89214,882.25,6030,Berlin,Mobile,0
39189,934.16,7380,Tokyo,Desktop,0
39090,928.89,57573,London,Desktop,0
32940,506.23,34815,Mumbai,Tablet,0
6562,330.29,19752,New York,Tablet,1
1041,544.1,21702,London,Mobile,1
54496,852.39,23163,New York,Mobile,0
6957,545.36,1284,London,Mobile,1
89933,402.59,84184,London,Tablet,0
10375,997.54,83580,Tokyo,Tablet,0
45696,314.3,2657,Mumbai,Mobile,0
26696,111.06,36088,Mumbai,Desktop,0
68668,283.87,67322,Mumbai,Mobile,0
64452,779.35,29781,New York,Desktop,0
81765,525.14,10328,Tokyo,Tablet,0
25718,422.03,29206,London,Mobile,0
675,416.29,1310,Tokyo,Desktop,1
8064,178.06,33844,London,Mobile,1
64760,669.41,39612,Mumbai,Mobile,0
67739,567.97,57570,Mumbai,Tablet,0
1656,937.59,2120,London,Tablet,1
72637,807.63,67527,Tokyo,Desktop,0
92491,11.54,55719,Tokyo,Tablet,0
69258,40.6,14531,Mumbai,Desktop,0
2061,71.65,11737,Tokyo,Desktop,1
60787,920.09,2976,Mumbai,Mobile,0
7687,749.75,4744,Berlin,Tablet,1
73461,424.76,70002,London,Mobile,0
98309,433.07,8808,Tokyo,Desktop,0
90964,591.08,40012,Mumbai,Tablet,0
74516,545.55,36281,Tokyo,Mobile,0
73352,819.75,78620,Tokyo,Mobile,0
83502,366.8,12665,Mumbai,Tablet,0
35697,624.75,8708,Berlin,Desktop,0
46725,761.19,9083,Tokyo,Desktop,0
90243,769.01,77419,Berlin,Mobile,0
82961,668.59,30251,London,Desktop,0
47046,768.34,84102,Berlin,Mobile,0
89031,216.85,21785,Mumbai,Mobile,0
87470,39.12,69346,London,Mobile,0
32591,508.13,76374,London,Tablet,0
82588,149.67,55448,Mumbai,Desktop,0
33870,200.31,2539,Berlin,Tablet,0
4088,609.94,30403,Mumbai,Mobile,1
51110,325.9,69259,New York,Mobile,0
50817,453.87,35586,Tokyo,Mobile,0
35760,389.55,44417,London,Desktop,0
61973,189.9,30699,Mumbai,Desktop,0
37982,624.01,30222,London,Desktop,0
64499,452.54,26990,Berlin,Mobile,0
65871,892.17,77377,Berlin,Mobile,0
53900,470.21,64113,Berlin,Tablet,0
85945,35.58,22099,Tokyo,Desktop,0
81989,301.51,50188,Tokyo,Mobile,0
70041,365.8,19948,Mumbai,Tablet,0
67522,213.48,57607,Tokyo,Mobile,0
21588,652.0,11800,London,Tablet,0
35296,526.71,39809,New York,Tablet,0
90250,700.32,17756,New York,Tablet,0
47811,421.92,57742,London,Mobile,0
49860,482.58,23448,New York,Mobile,0
55685,137.69,64908,Berlin,Desktop,0
70216,328.82,38769,Tokyo,Desktop,0
71542,146.51,28614,Tokyo,Desktop,0
14424,108.47,35296,New York,Mobile,0
30005,591.98,69486,New York,Tablet,0
4509,588.98,50066,Mumbai,Desktop,1
95755,380.3,48552,Tokyo,Desktop,0
53250,750.61,10747,Tokyo,Desktop,0
6325,90.66,67099,New York,Mobile,1
40607,545.03,49885,New York,Desktop,0
72539,254.63,51486,Berlin,Desktop,0
24865,242.49,85091,Berlin,Tablet,0
44458,193.25,15318,Tokyo,Desktop,0
96453,65.56,46701,Berlin,Mobile,0
73940,153.5,50156,London,Desktop,0
35461,353.77,69175,New York,Tablet,0
80191,59.84,51502,London,Tablet,0
65903,530.24,12429,Mumbai,Desktop,0
60292,665.77,1011,London,Mobile,0
29782,967.5,21982,Berlin,Desktop,0
53288,718.47,12304,London,Tablet,0
19453,445.63,71118,Mumbai,Desktop,0
89257,824.76,63841,London,Tablet,0
39707,114.38,25551,Mumbai,Desktop,0
93194,910.98,37747,Tokyo,Tablet,0
14216,127.91,44109,New York,Mobile,0
64143,14.44,55718,Berlin,Tablet,0
78874,480.91,52715,Mumbai,Mobile,0
67400,287.38,74967,Mumbai,Mobile,0
488,288.15,5795,Tokyo,Desktop,1
12347,164.36,23569,Berlin,Mobile,0
74048,13.89,68685,New York,Desktop,0
9023,490.14,15819,Tokyo,Mobile,1
41090,441.41,85964,Berlin,Tablet,0
15742,715.53,47715,New York,Desktop,0
14464,49.72,12187,London,Mobile,0
92524,323.49,61067,Tokyo,Mobile,0
86807,368.34,11508,Tokyo,Tablet,0
56159,29.53,22660,Berlin,Mobile,0
87440,623.61,74037,Tokyo,Mobile,0
51263,655.16,40319,New York,Tablet,0
29916,350.29,40140,Berlin,Desktop,0
33884,71.21,47947,New York,Tablet,0
68176,231.34,28077,Berlin,Desktop,0
20073,474.73,78742,London,Desktop,0
49786,871.75,47825,Mumbai,Desktop,0
30294,917.18,53530,Berlin,Mobile,0
32237,117.34,83014,London,Tablet,0
94365,410.67,18233,Mumbai,Tablet,0
88169,798.12,16675,Mumbai,Mobile,0
35495,523.79,79932,Berlin,Tablet,0
46656,679.77,5464,Mumbai,Tablet,0
24484,368.0,63485,Mumbai,Desktop,0
40561,707.77,65139,Berlin,Tablet,0
88719,439.16,72573,London,Mobile,0
70849,744.45,41256,Tokyo,Mobile,0
96972,350.99,5716,Berlin,Mobile,0
67838,572.78,72985,Mumbai,Mobile,0
26761,572.22,70397,Tokyo,Tablet,0
39135,101.23,15255,London,Mobile,0
88900,743.92,36686,London,Mobile,0
95917,62.63,50698,Berlin,Desktop,0
54662,52.55,34160,London,Mobile,0
82085,721.65,33521,Tokyo,Desktop,0
42036,965.94,30715,New York,Tablet,0
20279,844.83,28746,Berlin,Mobile,0
70755,914.81,17324,New York,Desktop,0
80205,190.47,10808,Tokyo,Desktop,0
15938,180.91,32605,Tokyo,Mobile,0
30555,17.0,36798,London,Tablet,0
59921,652.37,24467,Tokyo,Tablet,0
79129,659.25,9570,London,Mobile,0
80504,616.93,53696,Berlin,Desktop,0
7124,880.67,17353,Berlin,Mobile,1
85197,927.71,67691,New York,Mobile,0
95540,93.38,61318,Berlin,Mobile,0
63422,501.56,58790,Berlin,Tablet,0
57670,660.16,2254,Berlin,Desktop,0
2372,847.15,15779,London,Mobile,1
88891,238.5,42796,Mumbai,Tablet,0
8850,54.43,18036,London,Mobile,1
93606,229.9,8316,Tokyo,Desktop,0
59340,468.95,26528,Tokyo,Tablet,0
31207,268.88,81919,Berlin,Desktop,0
16930,797.5,24701,Tokyo,Tablet,0
43760,775.39,81780,London,Desktop,0
96266,489.26,72942,New York,Tablet,0
29322,761.62,30096,New York,Mobile,0
49079,757.31,31694,Mumbai,Mobile,0
95574,281.07,18652,Tokyo,Tablet,0
78585,281.16,16281,Mumbai,Mobile,0
99406,962.31,1703,New York,Desktop,0
62938,242.2,12697,New York,Tablet,0
36687,584.67,7934,Mumbai,Tablet,0
44142,478.61,57848,New York,Mobile,0
31168,381.4,48571,Berlin,Desktop,0
20353,277.99,11391,Berlin,Tablet,0
17092,686.22,74969,Tokyo,Mobile,0
24158,107.14,2357,Mumbai,Desktop,0
50304,209.4,43276,Tokyo,Tablet,0
42697,691.53,67934,Tokyo,Tablet,0
12480,97.43,32241,London,Mobile,0
4579,976.8,35831,Mumbai,Mobile,1
17600,778.83,72095,Berlin,Tablet,0
78736,597.9,75837,Tokyo,Desktop,0
64646,970.73,56809,Tokyo,Desktop,0
21166,331.42,5124,New York,Desktop,0
31686,420.1,73500,London,Desktop,0
4665,831.27,5972,New York,Tablet,1
75300,862.89,10123,Tokyo,Mobile,0
5720,152.43,6084,Berlin,Desktop,1
39776,59.87,11538,Tokyo,Tablet,0
70749,725.3,29671,New York,Desktop,0
399,753.36,70699,London,Desktop,1
64519,769.26,25412,Berlin,Mobile,0
