transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_00313,USR_413,4605.03,luxury,3,1,981,455,173.33,0.74,0.49,0
TXN_00314,USR_414,595.37,pharmacy,4,4,1878,190,75.04,0.65,0.44,0
TXN_00315,USR_415,1010.62,pharmacy,13,5,3060,373,148.32,0.15,0.57,0
TXN_00316,USR_416,1352.28,restaurant,13,6,425,427,209.51,0.35,0.46,0
TXN_00317,USR_417,67.99,luxury,19,4,1165,17,64.49,0.41,0.48,0
TXN_00318,USR_418,3004.1,online,6,4,1841,487,108.33,0.66,0.79,0
TXN_00319,USR_419,3901.46,jewelry,11,1,2828,189,57.92,0.48,0.18,0
TXN_00320,USR_420,1217.8,pharmacy,20,3,268,204,247.33,0.21,0.5,0
TXN_00321,USR_421,3094.6,gas_station,6,1,3493,422,190.49,0.55,0.11,0
TXN_00322,USR_422,1639.04,luxury,2,6,888,329,153.54,0.17,0.38,0
TXN_00323,USR_423,175.68,fast_food,0,1,3242,171,65.72,0.42,0.21,0
TXN_00324,USR_424,2842.03,jewelry,4,7,2332,106,187.89,0.74,0.26,0
TXN_00325,USR_425,845.74,electronics,17,2,2421,111,70.91,0.61,0.67,0
TXN_00326,USR_426,167.61,jewelry,10,7,624,404,237.24,0.14,0.53,0
TXN_00327,USR_427,3548.21,fast_food,0,3,612,67,224.19,0.67,0.74,0
TXN_00328,USR_428,1703.86,pharmacy,8,7,734,57,212.97,0.16,0.82,0
TXN_00329,USR_429,2742.49,grocery,4,1,1487,405,213.46,0.46,0.61,0
TXN_00330,USR_430,2636.75,jewelry,18,3,84,90,196.32,0.17,0.15,0
TXN_00331,USR_431,1243.05,gas_station,1,2,3058,216,81.91,0.8,0.28,0
TXN_00332,USR_432,4879.57,pharmacy,3,6,280,244,117.38,0.25,0.73,0
TXN_00333,USR_433,3296.95,luxury,11,5,2451,56,149.64,0.54,0.68,0
TXN_00334,USR_434,1149.99,luxury,16,2,2539,23,249.27,0.88,0.62,1
TXN_00335,USR_435,1005.72,pharmacy,9,4,2655,494,186.05,0.16,0.12,0
TXN_00336,USR_436,1295.84,grocery,1,4,3490,206,142.52,0.79,0.68,0
TXN_00337,USR_437,3716.11,coffee_shop,21,1,2028,365,135.1,0.38,0.4,0
TXN_00338,USR_438,4938.37,luxury,2,1,1339,312,58.02,0.79,0.56,0
TXN_00339,USR_439,2198.69,restaurant,2,2,1146,320,195.05,0.49,0.8,0
TXN_00340,USR_440,4504.5,fast_food,17,6,1351,196,134.34,0.32,0.57,0
TXN_00341,USR_441,4562.69,fast_food,16,3,1878,259,92.13,0.6,0.61,0
TXN_00342,USR_442,3668.23,fast_food,13,1,3268,360,76.31,0.67,0.83,0
TXN_00343,USR_443,906.62,electronics,20,6,3169,283,97.51,0.88,0.24,0
TXN_00344,USR_444,4273.38,jewelry,13,4,955,212,148.46,0.3,0.8,0
TXN_00345,USR_445,2232.07,online,14,4,1723,374,152.96,0.39,0.57,0
TXN_00346,USR_446,825.98,electronics,10,4,1300,341,128.22,0.88,0.31,0
TXN_00347,USR_447,3287.12,gas_station,11,2,2833,473,115.04,0.72,0.2,0
TXN_00348,USR_448,4849.41,luxury,2,1,3426,44,140.76,0.29,0.16,0
TXN_00349,USR_449,857.09,electronics,13,1,3069,379,153.95,0.37,0.76,0
TXN_00350,USR_450,2160.13,online,4,5,265,301,99.74,0.59,0.67,0
TXN_00351,USR_451,843.54,pharmacy,17,3,2764,63,83.52,0.13,0.69,0
TXN_00352,USR_452,3322.38,coffee_shop,11,7,2745,482,144.93,0.78,0.74,0
TXN_00353,USR_453,2930.92,coffee_shop,23,1,1198,308,223.65,0.26,0.19,0
TXN_00354,USR_454,1356.05,gas_station,11,1,2387,260,61.42,0.52,0.85,0
TXN_00355,USR_455,206.32,jewelry,4,6,1995,115,74.42,0.46,0.85,0
TXN_00356,USR_456,1587.62,electronics,11,7,2298,189,151.45,0.13,0.22,0
TXN_00357,USR_457,4933.28,electronics,8,5,946,414,243.02,0.1,0.86,0
TXN_00358,USR_458,3199.21,coffee_shop,17,7,3372,319,223.58,0.46,0.51,0
TXN_00359,USR_459,2449.34,fast_food,21,6,2300,14,183.37,0.21,0.12,0
TXN_00360,USR_460,1546.57,fast_food,21,7,2860,137,190.94,0.26,0.64,0
TXN_00361,USR_461,4849.86,grocery,5,3,2898,391,68.78,0.64,0.46,0
TXN_00362,USR_462,4342.03,gas_station,10,3,45,93,85.43,0.65,0.77,0
TXN_00363,USR_463,4723.62,restaurant,18,6,1661,36,186.65,0.5,0.59,0
TXN_00364,USR_464,4345.84,restaurant,23,6,145,47,164.12,0.12,0.84,0
TXN_00365,USR_465,3450.74,pharmacy,6,4,1739,233,185.3,0.27,0.63,0
TXN_00366,USR_466,1975.38,online,5,3,1296,370,180.25,0.19,0.63,0
TXN_00367,USR_467,4997.07,online,18,5,367,453,59.64,0.88,0.43,1
TXN_00368,USR_468,4355.06,grocery,4,2,3110,317,206.48,0.55,0.69,0
TXN_00369,USR_469,4393.79,grocery,21,1,1134,227,130.83,0.36,0.63,0
TXN_00370,USR_470,4041.15,coffee_shop,15,5,1830,213,202.46,0.74,0.45,0
TXN_00371,USR_471,4090.99,gas_station,6,7,2118,59,74.04,0.54,0.1,0
TXN_00372,USR_472,1629.68,online,13,1,1180,348,123.29,0.42,0.66,0
TXN_00373,USR_473,1948.9,fast_food,15,5,2752,158,139.74,0.29,0.4,0
TXN_00374,USR_474,1144.08,grocery,7,4,2474,29,64.64,0.58,0.63,0
TXN_00375,USR_475,3101.26,grocery,6,3,885,393,142.7,0.4,0.79,0
TXN_00376,USR_476,2600.22,restaurant,8,3,1363,62,145.84,0.12,0.37,0
TXN_00377,USR_477,1907.18,grocery,15,6,1783,90,129.76,0.56,0.53,0
TXN_00378,USR_478,3043.45,restaurant,12,5,2902,118,202.98,0.75,0.67,0
TXN_00379,USR_479,4778.06,pharmacy,17,7,2756,413,53.65,0.26,0.11,0
TXN_00380,USR_480,3240.9,online,2,4,3059,22,229.61,0.29,0.84,0
TXN_00381,USR_481,310.73,coffee_shop,0,4,338,442,236.89,0.38,0.18,0
TXN_00382,USR_482,2434.5,online,18,4,2368,208,101.36,0.33,0.35,0
TXN_00383,USR_483,4017.1,coffee_shop,9,1,1679,11,157.83,0.35,0.59,0
TXN_00384,USR_484,3583.59,online,5,7,2551,236,104.52,0.43,0.2,0
TXN_00385,USR_485,913.94,online,2,4,3479,55,186.22,0.25,0.52,0
TXN_00386,USR_486,3548.14,jewelry,13,5,1660,269,71.38,0.55,0.31,0
TXN_00387,USR_487,4815.01,electronics,12,7,1290,382,146.71,0.74,0.54,0
TXN_00388,USR_488,226.63,online,7,3,3211,87,176.63,0.86,0.58,1
TXN_00389,USR_489,4097.75,electronics,16,6,487,272,226.84,0.28,0.27,0
TXN_00390,USR_490,3058.8,pharmacy,6,7,1451,180,132.21,0.77,0.82,0
TXN_00391,USR_491,1773.57,restaurant,7,1,619,132,97.37,0.72,0.32,0
TXN_00392,USR_492,4114.85,jewelry,5,5,646,390,134.75,0.63,0.18,0
TXN_00393,USR_493,3123.06,electronics,5,7,2592,253,140.35,0.57,0.23,0
TXN_00394,USR_494,3687.0,luxury,18,7,2393,230,222.56,0.27,0.18,0
TXN_00395,USR_495,127.96,fast_food,20,6,2578,166,178.39,0.59,0.54,0
TXN_00396,USR_496,1167.42,online,4,4,299,241,128.18,0.58,0.5,0
TXN_00397,USR_497,4939.05,luxury,20,3,3281,141,77.29,0.66,0.42,0
TXN_00398,USR_498,2146.72,fast_food,1,3,2098,38,193.52,0.65,0.89,0
TXN_00399,USR_499,650.69,gas_station,14,4,174,30,70.82,0.68,0.56,0
TXN_00400,USR_500,1378.06,online,9,1,2660,443,65.88,0.17,0.82,0
TXN_00401,USR_501,967.42,electronics,19,5,2096,197,114.67,0.28,0.38,0
TXN_00402,USR_502,356.42,luxury,18,5,3263,379,153.81,0.15,0.74,0
TXN_00403,USR_503,1176.22,grocery,14,7,2361,334,158.0,0.8,0.62,0
TXN_00404,USR_504,2669.46,jewelry,10,5,1968,257,114.87,0.37,0.64,0
TXN_00405,USR_505,4970.76,restaurant,1,4,443,416,182.37,0.55,0.68,0
TXN_00406,USR_506,2331.38,online,22,1,2086,331,62.03,0.55,0.87,0
TXN_00407,USR_507,884.76,restaurant,1,2,2918,225,188.0,0.26,0.53,0
TXN_00408,USR_508,492.42,luxury,16,5,2517,82,140.07,0.7,0.38,0
TXN_00409,USR_509,3327.91,online,11,3,1606,210,209.09,0.84,0.29,0
TXN_00410,USR_510,2002.59,online,21,5,234,405,80.48,0.89,0.84,1
TXN_00411,USR_511,2704.39,online,2,3,407,286,218.41,0.52,0.6,0
TXN_00412,USR_512,454.73,coffee_shop,9,3,2984,437,201.05,0.2,0.76,0
TXN_00413,USR_513,3912.32,fast_food,4,3,353,299,191.75,0.13,0.34,0
TXN_00414,USR_514,1322.93,restaurant,11,3,2707,358,122.03,0.17,0.85,0
TXN_00415,USR_515,2773.47,coffee_shop,4,5,2923,481,111.1,0.42,0.46,0
TXN_00416,USR_516,3006.97,electronics,9,5,1562,330,153.14,0.84,0.5,0
TXN_00417,USR_517,4960.87,online,4,6,2898,425,220.28,0.27,0.84,0
TXN_00418,USR_518,590.67,pharmacy,2,6,2766,217,213.49,0.4,0.8,0
TXN_00419,USR_519,4341.6,pharmacy,11,1,1505,159,211.19,0.73,0.34,0
TXN_00420,USR_520,413.79,restaurant,6,3,3158,249,130.6,0.24,0.66,0
TXN_00421,USR_521,1737.04,jewelry,7,2,654,40,245.12,0.61,0.76,0
TXN_00422,USR_522,671.3,gas_station,3,5,3177,277,222.4,0.84,0.49,0
TXN_00423,USR_523,3035.2,pharmacy,1,6,1399,449,202.96,0.24,0.5,0
TXN_00424,USR_524,1999.33,fast_food,4,5,1563,79,79.27,0.39,0.15,0
TXN_00425,USR_525,138.8,restaurant,5,7,2857,395,77.03,0.87,0.54,0
TXN_00426,USR_526,4829.45,fast_food,5,6,1812,23,136.5,0.35,0.5,0
TXN_00427,USR_527,2203.16,coffee_shop,11,6,2967,122,71.13,0.61,0.27,0
TXN_00428,USR_528,3101.74,luxury,19,3,3101,384,180.04,0.22,0.15,0
TXN_00429,USR_529,3906.0,luxury,7,5,999,159,141.96,0.15,0.9,0
TXN_00430,USR_530,298.32,luxury,6,3,2798,485,189.01,0.89,0.29,1
TXN_00431,USR_531,719.82,fast_food,14,4,3171,145,74.28,0.34,0.18,0
TXN_00432,USR_532,3463.89,coffee_shop,16,5,1734,495,62.46,0.51,0.9,0
TXN_00433,USR_533,4071.71,restaurant,6,7,2496,71,173.04,0.35,0.6,0
TXN_00434,USR_534,2639.94,gas_station,1,6,1988,448,135.22,0.2,0.81,0
TXN_00435,USR_535,2254.43,online,17,1,2933,434,88.92,0.39,0.43,0
TXN_00436,USR_536,4139.41,pharmacy,3,3,363,391,196.72,0.72,0.11,0
TXN_00437,USR_537,2086.61,restaurant,8,4,2122,76,146.27,0.12,0.31,0
TXN_00438,USR_538,3803.85,coffee_shop,2,2,3365,231,77.42,0.53,0.27,0
TXN_00439,USR_539,70.48,online,0,4,238,203,98.24,0.88,0.74,1
TXN_00440,USR_540,4798.29,pharmacy,11,2,1601,42,147.57,0.19,0.54,0
TXN_00441,USR_541,2277.34,online,7,1,1325,477,218.87,0.18,0.49,0
TXN_00442,USR_542,758.74,electronics,22,6,1393,406,114.94,0.69,0.48,0
TXN_00443,USR_543,1885.68,restaurant,4,1,1195,470,128.9,0.47,0.73,0
TXN_00444,USR_544,4461.5,luxury,22,7,588,389,241.07,0.73,0.35,0
TXN_00445,USR_545,3443.79,luxury,14,5,41,464,137.52,0.3,0.77,0
TXN_00446,USR_546,201.75,electronics,0,3,903,428,230.35,0.47,0.61,0
TXN_00447,USR_547,3300.18,restaurant,17,6,2513,271,229.02,0.61,0.59,0
TXN_00448,USR_548,342.59,coffee_shop,3,7,1200,122,153.68,0.22,0.69,0
TXN_00449,USR_549,2565.99,gas_station,3,1,996,215,186.05,0.13,0.17,0
TXN_00450,USR_550,3584.45,fast_food,14,1,474,429,64.42,0.16,0.11,0
TXN_00451,USR_551,4782.94,luxury,19,5,87,324,197.5,0.38,0.34,0
TXN_00452,USR_552,1755.02,pharmacy,18,2,2963,74,204.93,0.63,0.25,0
TXN_00453,USR_553,878.81,gas_station,13,1,2538,181,69.68,0.63,0.71,0
TXN_00454,USR_554,1332.58,jewelry,18,4,787,341,54.19,0.17,0.87,0
TXN_00455,USR_555,1484.27,electronics,16,3,297,489,203.84,0.6,0.41,0
TXN_00456,USR_556,1036.38,pharmacy,17,5,3241,260,74.28,0.59,0.72,0
TXN_00457,USR_557,3223.08,pharmacy,0,4,1945,23,156.06,0.13,0.87,0
TXN_00458,USR_558,3995.58,coffee_shop,11,3,3081,9,108.56,0.88,0.58,0
TXN_00459,USR_559,2916.29,online,2,3,1007,376,199.61,0.75,0.63,0
TXN_00460,USR_560,649.2,electronics,18,6,3119,171,117.65,0.84,0.28,0
TXN_00461,USR_561,1867.11,restaurant,1,3,2256,174,136.42,0.45,0.59,0
TXN_00462,USR_562,4715.95,restaurant,21,4,2868,246,98.14,0.2,0.26,0
TXN_00463,USR_563,4435.76,restaurant,4,1,2952,398,179.16,0.33,0.75,0
TXN_00464,USR_564,4308.24,luxury,1,3,845,23,219.3,0.84,0.3,0
TXN_00465,USR_565,3777.66,jewelry,1,3,1290,264,142.11,0.77,0.68,0
TXN_00466,USR_566,3884.47,coffee_shop,17,4,1057,19,181.23,0.24,0.54,0
TXN_00467,USR_567,4923.5,jewelry,9,3,3218,25,237.48,0.13,0.23,0
TXN_00468,USR_568,667.33,online,8,1,3294,189,195.2,0.75,0.27,0
TXN_00469,USR_569,2534.2,coffee_shop,12,6,1821,459,218.14,0.69,0.53,0
TXN_00470,USR_570,2955.83,coffee_shop,10,2,2052,355,151.67,0.34,0.55,0
TXN_00471,USR_571,3447.54,luxury,11,7,2146,137,224.66,0.61,0.71,0
TXN_00472,USR_572,808.76,electronics,23,4,343,221,142.31,0.11,0.3,0
TXN_00473,USR_573,3635.04,fast_food,5,5,1223,165,248.36,0.18,0.42,0
TXN_00474,USR_574,4002.35,electronics,2,3,2727,152,90.81,0.54,0.69,0
TXN_00475,USR_575,3083.77,gas_station,14,5,2959,219,87.6,0.38,0.73,0
TXN_00476,USR_576,2775.59,restaurant,22,4,1459,229,51.05,0.71,0.13,0
TXN_00477,USR_577,3731.21,grocery,23,7,1464,315,90.5,0.87,0.39,0
TXN_00478,USR_578,1641.39,coffee_shop,8,6,3261,486,79.78,0.34,0.8,0
TXN_00479,USR_579,4981.71,grocery,2,6,2631,208,123.66,0.46,0.68,0
TXN_00480,USR_580,4432.12,online,16,7,3091,348,168.61,0.41,0.43,0
TXN_00481,USR_581,3481.13,restaurant,0,2,3496,312,50.64,0.6,0.38,0
TXN_00482,USR_582,3973.04,luxury,1,2,295,121,68.6,0.57,0.48,0
TXN_00483,USR_583,3215.2,online,11,4,2343,17,62.97,0.56,0.55,0
TXN_00484,USR_584,2807.69,fast_food,4,6,1862,486,170.7,0.64,0.74,0
TXN_00485,USR_585,1356.41,online,11,4,3145,40,215.01,0.5,0.16,0
TXN_00486,USR_586,302.17,fast_food,4,5,1523,204,116.85,0.73,0.67,0
TXN_00487,USR_587,3945.19,online,20,3,1042,492,153.45,0.45,0.22,0
TXN_00488,USR_588,1647.68,electronics,0,6,782,256,136.8,0.17,0.28,0
TXN_00489,USR_589,2995.14,pharmacy,12,5,502,135,197.13,0.9,0.85,0
TXN_00490,USR_590,3216.4,gas_station,22,4,898,314,134.25,0.61,0.73,0
TXN_00491,USR_591,600.5,gas_station,22,4,839,63,131.98,0.77,0.41,0
TXN_00492,USR_592,2863.64,restaurant,2,4,727,461,167.55,0.25,0.39,0
TXN_00493,USR_593,1679.21,luxury,2,7,2813,496,55.24,0.12,0.77,0
TXN_00494,USR_594,1372.62,online,21,3,2926,34,153.62,0.34,0.85,0
TXN_00495,USR_595,1303.89,pharmacy,17,3,1248,436,135.93,0.8,0.77,0
TXN_00496,USR_596,938.65,restaurant,22,6,2888,327,210.53,0.47,0.49,0
TXN_00497,USR_597,676.07,restaurant,11,5,938,63,66.12,0.68,0.5,0
TXN_00498,USR_598,2189.89,jewelry,4,2,3257,253,195.9,0.71,0.23,0
TXN_00499,USR_599,3055.02,grocery,11,5,2364,189,77.07,0.7,0.63,0
TXN_00500,USR_600,4783.51,luxury,17,2,2526,453,63.79,0.15,0.33,0
TXN_00501,USR_601,1315.91,electronics,2,3,1650,368,99.4,0.83,0.3,0
TXN_00502,USR_602,1367.03,luxury,16,4,3170,210,201.88,0.46,0.72,0
TXN_00503,USR_603,336.18,fast_food,2,2,1318,329,147.51,0.13,0.15,0
TXN_00504,USR_604,4533.12,electronics,14,4,2805,265,77.85,0.53,0.43,0
TXN_00505,USR_605,1743.24,online,4,7,3215,283,229.97,0.12,0.63,0
TXN_00506,USR_606,4817.34,fast_food,5,7,548,222,162.03,0.85,0.14,0
TXN_00507,USR_607,2099.78,pharmacy,1,7,528,266,102.03,0.68,0.89,0
TXN_00508,USR_608,1290.09,restaurant,9,2,683,166,180.83,0.26,0.55,0
TXN_00509,USR_609,2325.02,jewelry,11,5,1183,434,244.4,0.59,0.38,0
TXN_00510,USR_610,579.34,electronics,8,2,2621,490,80.25,0.28,0.3,0
TXN_00511,USR_611,4254.57,pharmacy,8,2,2580,156,162.24,0.52,0.19,0
TXN_00512,USR_612,4302.1,fast_food,17,1,2078,329,194.56,0.15,0.67,0
TXN_00513,USR_613,2722.26,restaurant,18,5,651,88,66.35,0.47,0.49,0
TXN_00514,USR_614,837.21,fast_food,23,5,1402,432,239.14,0.78,0.64,0
TXN_00515,USR_615,2316.85,fast_food,1,7,136,42,132.35,0.62,0.54,0
TXN_00516,USR_616,320.74,grocery,20,7,2382,136,152.5,0.75,0.47,0
TXN_00517,USR_617,269.26,jewelry,18,4,2551,328,207.26,0.26,0.31,0
TXN_00518,USR_618,831.88,grocery,15,6,2254,149,116.04,0.71,0.52,0
TXN_00519,USR_619,1032.36,gas_station,15,2,3316,414,225.57,0.8,0.8,0
TXN_00520,USR_620,1201.59,coffee_shop,9,4,318,353,140.25,0.89,0.72,0
TXN_00521,USR_621,145.57,grocery,5,4,1722,248,63.04,0.47,0.83,0
TXN_00522,USR_622,2698.12,luxury,6,3,2504,74,149.56,0.18,0.63,0
TXN_00523,USR_623,4112.29,online,22,3,3027,441,126.08,0.72,0.87,0
TXN_00524,USR_624,1026.79,online,12,2,3135,190,154.67,0.33,0.73,0
TXN_00525,USR_625,2892.19,pharmacy,17,1,1327,124,176.92,0.74,0.42,0
TXN_00526,USR_626,4576.3,luxury,3,3,1861,127,156.61,0.23,0.66,0
TXN_00527,USR_627,3968.37,restaurant,3,1,1208,485,113.35,0.79,0.82,0
TXN_00528,USR_628,1391.75,coffee_shop,19,4,1036,493,246.7,0.21,0.26,0
TXN_00529,USR_629,929.28,restaurant,10,5,2973,161,228.8,0.62,0.22,0
TXN_00530,USR_630,2207.21,jewelry,5,4,2128,240,173.06,0.17,0.81,0
TXN_00531,USR_631,4019.98,luxury,9,4,114,47,151.04,0.87,0.43,1
TXN_00532,USR_632,4920.71,coffee_shop,16,4,1006,111,183.58,0.61,0.23,0
TXN_00533,USR_633,4410.82,fast_food,11,1,227,145,135.5,0.23,0.11,0
TXN_00534,USR_634,2803.18,luxury,19,7,2699,345,155.48,0.68,0.81,0
TXN_00535,USR_635,406.24,luxury,9,5,53,434,196.3,0.25,0.79,0
TXN_00536,USR_636,4097.13,electronics,13,2,1103,373,158.16,0.67,0.35,0
TXN_00537,USR_637,2361.13,online,12,3,205,206,214.33,0.47,0.39,0
TXN_00538,USR_638,2476.12,grocery,18,5,817,186,215.65,0.37,0.24,0
TXN_00539,USR_639,3562.95,pharmacy,9,1,1602,259,215.2,0.18,0.29,0
TXN_00540,USR_640,718.44,luxury,17,3,3400,320,119.59,0.46,0.7,0
TXN_00541,USR_641,3259.23,fast_food,3,2,416,202,174.19,0.38,0.77,0
TXN_00542,USR_642,2361.72,online,10,5,1517,387,245.82,0.61,0.2,0
TXN_00543,USR_643,3384.13,restaurant,6,5,2105,206,115.02,0.65,0.16,0
TXN_00544,USR_644,882.66,pharmacy,1,1,179,71,221.15,0.28,0.77,0
TXN_00545,USR_645,1403.59,online,15,5,1891,77,178.58,0.66,0.51,0
TXN_00546,USR_646,1533.5,fast_food,16,2,1363,477,92.53,0.13,0.34,0
TXN_00547,USR_647,3269.28,fast_food,10,2,1629,316,237.66,0.8,0.71,0
TXN_00548,USR_648,3944.35,gas_station,18,3,2097,425,183.0,0.31,0.83,0
TXN_00549,USR_649,3356.95,pharmacy,17,4,2922,289,162.09,0.19,0.46,0
TXN_00550,USR_650,2307.19,gas_station,15,7,88,189,222.91,0.54,0.4,0
TXN_00551,USR_651,4884.23,online,21,1,1726,299,72.14,0.44,0.13,0
TXN_00552,USR_652,3702.12,gas_station,23,7,2838,323,233.62,0.32,0.79,0
TXN_00553,USR_653,1468.17,grocery,19,4,1107,496,232.15,0.7,0.74,0
TXN_00554,USR_654,99.85,fast_food,18,2,2974,27,242.56,0.68,0.34,0
TXN_00555,USR_655,4148.68,fast_food,15,2,2167,323,106.3,0.8,0.19,0
TXN_00556,USR_656,3521.39,fast_food,12,2,3385,349,158.14,0.18,0.29,0
TXN_00557,USR_657,71.9,jewelry,1,5,2889,57,143.75,0.34,0.58,0
TXN_00558,USR_658,1493.22,jewelry,0,4,1304,215,109.98,0.69,0.14,0
TXN_00559,USR_659,4515.45,restaurant,13,6,855,211,220.45,0.63,0.57,0
TXN_00560,USR_660,4462.59,pharmacy,19,4,3494,377,87.07,0.16,0.29,0
TXN_00561,USR_661,3974.95,grocery,22,2,2144,107,56.93,0.57,0.9,0
TXN_00562,USR_662,4279.92,pharmacy,10,6,1979,270,154.29,0.15,0.77,0
TXN_00563,USR_663,2998.9,coffee_shop,10,2,1902,468,72.99,0.18,0.83,0
TXN_00564,USR_664,3349.31,pharmacy,10,5,1471,347,215.86,0.8,0.56,0
TXN_00565,USR_665,2592.06,gas_station,19,4,807,491,136.09,0.35,0.45,0
TXN_00566,USR_666,3871.66,jewelry,8,5,1242,116,170.38,0.81,0.45,0
TXN_00567,USR_667,3039.38,gas_station,9,6,869,354,176.26,0.57,0.66,0
TXN_00568,USR_668,1194.79,luxury,10,4,1448,287,152.47,0.18,0.41,0
TXN_00569,USR_669,2443.46,gas_station,9,1,2368,347,180.44,0.86,0.58,0
TXN_00570,USR_670,3720.53,pharmacy,12,4,3372,177,151.25,0.61,0.16,0
TXN_00571,USR_671,1279.41,restaurant,9,1,1198,490,122.37,0.48,0.14,0
TXN_00572,USR_672,708.72,electronics,11,4,2706,132,105.36,0.88,0.37,0
TXN_00573,USR_673,2415.38,luxury,6,2,3411,276,89.22,0.59,0.32,0
TXN_00574,USR_674,1042.89,gas_station,17,6,1132,71,153.31,0.1,0.11,0
TXN_00575,USR_675,1103.15,electronics,19,6,2423,123,57.34,0.19,0.37,0
TXN_00576,USR_676,4014.9,jewelry,1,6,2195,116,164.41,0.51,0.33,0
TXN_00577,USR_677,4659.45,jewelry,1,1,1712,170,129.4,0.17,0.59,0
TXN_00578,USR_678,578.05,luxury,3,6,3177,71,119.04,0.51,0.8,0
TXN_00579,USR_679,2472.8,grocery,17,2,1686,335,190.45,0.89,0.21,0
TXN_00580,USR_680,1380.91,luxury,15,6,836,388,128.92,0.44,0.43,0
TXN_00581,USR_681,4538.98,gas_station,10,3,2665,31,192.81,0.59,0.35,0
TXN_00582,USR_682,4120.71,electronics,20,5,971,274,241.01,0.76,0.1,0
TXN_00583,USR_683,3185.64,grocery,5,4,3450,91,60.23,0.31,0.15,0
TXN_00584,USR_684,3022.94,grocery,12,7,2049,96,187.32,0.19,0.41,0
TXN_00585,USR_685,2286.62,gas_station,1,1,1242,291,123.81,0.2,0.44,0
TXN_00586,USR_686,3758.38,fast_food,3,3,1185,233,64.2,0.16,0.38,0
TXN_00587,USR_687,4709.21,pharmacy,16,4,569,436,183.71,0.64,0.39,0
TXN_00588,USR_688,2972.37,pharmacy,14,3,809,415,52.03,0.61,0.83,0
TXN_00589,USR_689,3066.74,electronics,10,2,3014,235,224.74,0.68,0.2,0
TXN_00590,USR_690,4513.24,gas_station,22,2,77,378,63.29,0.53,0.21,0
TXN_00591,USR_691,68.42,online,9,5,2782,388,134.41,0.34,0.49,0
TXN_00592,USR_692,2890.23,jewelry,5,5,2636,460,58.75,0.2,0.55,0
TXN_00593,USR_693,1722.41,coffee_shop,13,5,1363,45,195.83,0.62,0.78,0
TXN_00594,USR_694,3465.54,coffee_shop,21,1,776,72,135.99,0.64,0.32,0
TXN_00595,USR_695,1538.5,luxury,10,2,47,134,207.8,0.46,0.74,0
TXN_00596,USR_696,4113.89,coffee_shop,7,4,3107,137,221.51,0.83,0.44,0
TXN_00597,USR_697,1601.15,online,9,5,2980,294,166.44,0.4,0.58,0
TXN_00598,USR_698,3530.87,grocery,8,6,1492,355,187.68,0.4,0.23,0
TXN_00599,USR_699,2158.34,jewelry,1,6,504,239,78.52,0.81,0.38,0
TXN_00600,USR_700,780.75,gas_station,5,4,2830,258,55.09,0.62,0.61,0
TXN_00601,USR_701,1709.61,gas_station,22,1,2636,470,64.34,0.43,0.35,0
TXN_00602,USR_702,3388.83,gas_station,11,5,924,113,171.16,0.39,0.27,0
TXN_00603,USR_703,4940.3,restaurant,15,2,1883,383,140.8,0.65,0.21,0
TXN_00604,USR_704,2433.09,fast_food,11,4,2895,282,55.51,0.5,0.87,0
TXN_00605,USR_705,1927.19,luxury,17,7,2740,423,57.8,0.12,0.41,0
TXN_00606,USR_706,808.52,jewelry,7,6,3111,306,54.67,0.7,0.47,0
TXN_00607,USR_707,1453.33,electronics,16,4,2183,361,230.02,0.19,0.86,0
TXN_00608,USR_708,1576.69,online,2,5,479,32,227.68,0.58,0.76,0
TXN_00609,USR_709,4920.23,pharmacy,16,2,2365,275,107.68,0.87,0.41,0
TXN_00610,USR_710,1933.7,restaurant,5,3,2151,227,118.08,0.53,0.22,0
TXN_00611,USR_711,2773.02,electronics,21,2,2956,299,158.34,0.71,0.77,0
TXN_00612,USR_712,2207.8,luxury,2,5,1844,415,110.47,0.31,0.26,0
TXN_00613,USR_713,297.66,grocery,14,2,2122,213,118.49,0.32,0.87,0
TXN_00614,USR_714,2792.97,luxury,18,1,2308,237,119.46,0.56,0.21,0
TXN_00615,USR_715,2225.78,gas_station,23,1,1641,131,175.25,0.49,0.42,0
TXN_00616,USR_716,4969.3,grocery,23,2,2388,38,226.06,0.6,0.56,0
TXN_00617,USR_717,3107.1,grocery,13,3,2888,33,90.26,0.42,0.13,0
TXN_00618,USR_718,2382.97,pharmacy,1,1,1953,17,158.6,0.28,0.87,0
TXN_00619,USR_719,4548.18,gas_station,13,2,3169,70,194.43,0.53,0.8,0
TXN_00620,USR_720,661.96,coffee_shop,11,4,1857,446,208.1,0.2,0.74,0
TXN_00621,USR_721,1386.08,coffee_shop,12,1,2816,494,225.42,0.86,0.22,0
TXN_00622,USR_722,2318.75,pharmacy,4,6,1444,61,246.2,0.49,0.79,0
TXN_00623,USR_723,2947.77,restaurant,17,4,2186,66,125.07,0.33,0.26,0
TXN_00624,USR_724,3811.37,jewelry,0,7,113,153,127.31,0.51,0.49,0
TXN_00625,USR_725,2890.62,luxury,21,6,2250,218,223.12,0.88,0.43,1
TXN_00626,USR_726,4139.32,pharmacy,12,7,960,127,202.91,0.56,0.86,0
TXN_00627,USR_727,1010.37,luxury,11,2,1149,97,71.85,0.78,0.45,0
